,zipcode,bedrooms,price,weekly_price,monthly_price,cleaning_fee,number_of_reviews,review_scores_rating
26266,10027,2.0,199.0,1194.0,5572.0,125.0,69,85.0
26270,11237,2.0,120.0,720.0,3360.0,60.0,2,80.0
26287,11221,2.0,137.0,822.0,3836.0,80.0,50,90.0
26288,11221,2.0,70.0,420.0,1960.0,100.0,78,93.0
26294,10026,2.0,112.0,672.0,3136.0,50.0,1,100.0
26314,11214,2.0,113.0,678.0,3164.0,100.0,44,97.0
26315,10031,2.0,100.0,600.0,2800.0,280.0,2,80.0
26316,10028,2.0,200.0,1200.0,5600.0,150.0,3,87.0
26321,11225,2.0,125.0,750.0,3500.0,75.0,2,100.0
26337,11215,2.0,105.0,630.0,2940.0,50.0,3,93.0
26341,11238,2.0,250.0,1500.0,7000.0,120.0,3,100.0
26345,10028,2.0,160.0,960.0,4480.0,100.0,2,80.0
26347,11216,2.0,200.0,1200.0,5600.0,130.0,89,99.0
26369,11221,2.0,120.0,720.0,3360.0,30.0,126,84.0
26395,11204,2.0,42.0,252.0,1176.0,35.0,23,100.0
26400,11692,2.0,250.0,1500.0,7000.0,35.0,7,90.0
26407,11213,2.0,100.0,600.0,2800.0,85.0,37,93.0
26410,10307,2.0,85.0,510.0,2380.0,35.0,38,97.0
26438,11236,2.0,78.0,468.0,2184.0,40.0,34,95.0
26444,10018,2.0,266.0,1596.0,7448.0,99.0,84,89.0
26445,11233,2.0,249.0,1494.0,6972.0,697.2,4,100.0
26450,10026,2.0,125.0,750.0,3500.0,0.0,3,100.0
26454,11249,2.0,220.0,1320.0,6160.0,80.0,42,94.0
26455,11385,2.0,100.0,600.0,2800.0,280.0,96,99.0
26456,10019,2.0,229.0,1374.0,6412.0,0.0,82,95.0
26458,10002,2.0,300.0,1800.0,8400.0,40.0,0,
26461,10023,2.0,389.0,2334.0,10892.0,260.0,0,
26465,11105,2.0,86.0,516.0,2408.0,60.0,8,77.0
26471,11417,2.0,110.0,660.0,3080.0,79.0,63,96.0
26473,10002,2.0,350.0,2100.0,9800.0,140.0,69,90.0
26478,11237,2.0,119.0,714.0,3332.0,100.0,7,97.0
26483,11436,2.0,60.0,360.0,1680.0,20.0,42,92.0
26494,10280,2.0,350.0,2100.0,9800.0,980.0,3,100.0
26497,10019,2.0,170.0,1020.0,4760.0,0.0,3,100.0
26500,11221,2.0,200.0,1200.0,5600.0,20.0,2,100.0
26506,11211,2.0,300.0,1800.0,8400.0,100.0,0,
26510,11221,2.0,80.0,480.0,2240.0,60.0,92,95.0
26527,10029,2.0,115.0,690.0,3220.0,50.0,12,95.0
26533,11213,2.0,250.0,1500.0,7000.0,195.0,6,93.0
26544,10009,2.0,255.0,1530.0,7140.0,100.0,5,95.0
26569,10002,2.0,256.0,1536.0,7168.0,120.0,62,91.0
26571,11418,2.0,104.0,624.0,2912.0,75.0,68,91.0
26590,11238,2.0,300.0,1800.0,8400.0,140.0,25,97.0
26592,11249,2.0,219.0,1314.0,6132.0,100.0,8,100.0
26609,11222,2.0,100.0,600.0,2800.0,90.0,11,91.0
26610,11233,2.0,100.0,600.0,2800.0,85.0,85,97.0
26616,10014,2.0,325.0,1950.0,9100.0,125.0,36,92.0
26631,10022,2.0,375.0,2250.0,10500.0,175.0,0,
26644,10019,2.0,299.0,1794.0,8372.0,95.0,104,87.0
26661,11249,2.0,250.0,1500.0,7000.0,50.0,1,100.0
26662,10023,2.0,200.0,1200.0,5600.0,50.0,1,100.0
26663,11249,2.0,195.0,1170.0,5460.0,546.0,11,100.0
26664,11101,2.0,90.0,540.0,2520.0,25.0,16,91.0
26666,10014,2.0,270.0,1620.0,7560.0,125.0,4,100.0
26676,11692,2.0,86.0,516.0,2408.0,240.8,16,97.0
26685,11217,2.0,147.0,882.0,4116.0,411.6,1,100.0
26688,10001,2.0,220.0,1320.0,6160.0,240.0,0,
26696,11211,2.0,225.0,1350.0,6300.0,140.0,7,97.0
26712,11210,2.0,150.0,900.0,4200.0,100.0,63,99.0
26725,11377,2.0,120.0,720.0,3360.0,70.0,69,81.0
26727,10031,2.0,90.0,540.0,2520.0,75.0,3,73.0
26732,10036,2.0,155.0,930.0,4340.0,30.0,27,96.0
26734,10025,2.0,150.0,900.0,4200.0,50.0,1,100.0
26747,11222,2.0,215.0,1290.0,6020.0,50.0,2,100.0
26758,11201,2.0,199.0,1194.0,5572.0,87.0,0,
26759,11211,2.0,120.0,720.0,3360.0,100.0,3,100.0
26760,10026,2.0,52.0,312.0,1456.0,145.6,27,99.0
26766,10001,2.0,399.0,2394.0,11172.0,100.0,36,99.0
26769,11361,2.0,200.0,1200.0,5600.0,75.0,19,97.0
26783,11205,2.0,240.0,1440.0,6720.0,672.0,15,99.0
26784,10028,2.0,287.0,1722.0,8036.0,150.0,5,90.0
26799,11105,2.0,140.0,840.0,3920.0,60.0,19,80.0
26803,11237,2.0,136.0,816.0,3808.0,50.0,10,100.0
26806,10010,2.0,260.0,1560.0,7280.0,110.0,29,86.0
26815,10011,2.0,90.0,540.0,2520.0,252.0,0,
26817,11211,2.0,450.0,2700.0,12600.0,75.0,26,98.0
26826,11237,2.0,200.0,1200.0,5600.0,50.0,200,99.0
26847,11238,2.0,150.0,900.0,4200.0,75.0,12,100.0
26848,10003,2.0,250.0,1500.0,7000.0,0.0,2,100.0
26860,11375,2.0,100.0,600.0,2800.0,280.0,0,
26867,11206,2.0,199.0,1194.0,5572.0,100.0,46,92.0
26872,11222,2.0,350.0,2100.0,9800.0,110.0,54,97.0
26874,11218,2.0,99.0,594.0,2772.0,25.0,5,100.0
26882,11201,2.0,124.0,744.0,3472.0,100.0,1,100.0
26888,11104,2.0,130.0,780.0,3640.0,0.0,0,
26894,10011,2.0,460.0,2760.0,12880.0,1288.0,0,
26898,11216,2.0,200.0,1200.0,5600.0,0.0,6,83.0
26900,10026,2.0,135.0,810.0,3780.0,100.0,55,97.0
26901,11249,2.0,285.0,1710.0,7980.0,120.0,4,100.0
26903,10026,2.0,175.0,1050.0,4900.0,100.0,78,93.0
26907,10012,2.0,352.0,2112.0,9856.0,100.0,15,95.0
26917,11694,2.0,274.0,1644.0,7672.0,50.0,31,97.0
26926,10014,2.0,210.0,1260.0,5880.0,125.0,41,99.0
26928,11102,2.0,165.0,990.0,4620.0,59.0,52,90.0
26929,11222,2.0,250.0,1500.0,7000.0,100.0,7,100.0
26934,10016,2.0,145.0,870.0,4060.0,60.0,4,80.0
26937,11249,2.0,100.0,600.0,2800.0,30.0,124,87.0
26939,10003,2.0,250.0,1500.0,7000.0,100.0,79,97.0
26943,10013,2.0,220.0,1320.0,6160.0,110.0,60,91.0
26944,10025,2.0,200.0,1200.0,5600.0,180.0,5,95.0
26947,10025,2.0,200.0,1200.0,5600.0,180.0,1,80.0
26962,11249,2.0,99.0,594.0,2772.0,25.0,68,98.0
26973,10004,2.0,390.0,2340.0,10920.0,150.0,0,
26988,10065,2.0,115.0,690.0,3220.0,50.0,42,99.0
26989,10030,2.0,141.0,846.0,3948.0,100.0,62,89.0
26998,10019,2.0,345.0,2070.0,9660.0,130.0,66,78.0
27009,10002,2.0,260.0,1560.0,7280.0,120.0,5,80.0
27012,11385,2.0,75.0,450.0,2100.0,31.0,46,94.0
27013,10003,2.0,80.0,480.0,2240.0,224.0,5,100.0
27032,10037,2.0,200.0,1200.0,5600.0,150.0,2,100.0
27035,10462,2.0,120.0,720.0,3360.0,10.0,3,100.0
27037,11221,2.0,139.0,834.0,3892.0,50.0,50,99.0
27049,11206,2.0,140.0,840.0,3920.0,100.0,1,100.0
27052,10025,2.0,50.0,300.0,1400.0,35.0,9,100.0
27053,11105,2.0,275.0,1650.0,7700.0,150.0,2,100.0
27067,11213,2.0,150.0,900.0,4200.0,50.0,21,97.0
27081,11231,2.0,150.0,900.0,4200.0,75.0,41,97.0
27091,10014,2.0,299.0,1794.0,8372.0,100.0,1,100.0
27113,10021,2.0,135.0,810.0,3780.0,100.0,6,96.0
27125,11233,2.0,150.0,900.0,4200.0,70.0,65,97.0
27149,10013,2.0,200.0,1200.0,5600.0,80.0,2,100.0
27155,11211,2.0,250.0,1500.0,7000.0,120.0,6,100.0
27164,11231,2.0,160.0,960.0,4480.0,50.0,6,100.0
27167,10014,2.0,225.0,1350.0,6300.0,630.0,39,96.0
27172,10011,2.0,400.0,2400.0,11200.0,100.0,0,
27204,11249,2.0,140.0,840.0,3920.0,100.0,76,95.0
27209,11373,2.0,120.0,720.0,3360.0,65.0,62,88.0
27213,11370,2.0,150.0,900.0,4200.0,120.0,48,99.0
27217,11210,2.0,45.0,270.0,1260.0,0.0,0,
27221,11211,2.0,98.0,588.0,2744.0,125.0,49,93.0
27226,11211,2.0,126.0,756.0,3528.0,352.8,4,95.0
27231,11215,2.0,139.0,834.0,3892.0,55.0,15,100.0
27235,10023,2.0,250.0,1500.0,7000.0,100.0,5,100.0
27240,11238,2.0,210.0,1260.0,5880.0,130.0,6,100.0
27255,11216,2.0,115.0,690.0,3220.0,105.0,12,95.0
27257,11375,2.0,99.0,594.0,2772.0,45.0,0,
27262,10028,2.0,265.0,1590.0,7420.0,200.0,4,85.0
27263,10009,2.0,173.0,1038.0,4844.0,25.0,3,93.0
27266,10034,2.0,150.0,900.0,4200.0,420.0,4,95.0
27267,10002,2.0,250.0,1500.0,7000.0,150.0,15,97.0
27274,11215,2.0,105.0,630.0,2940.0,294.0,0,
27285,10030,2.0,119.0,714.0,3332.0,333.20000000000005,4,95.0
27286,11206,2.0,389.0,2334.0,10892.0,100.0,94,96.0
27305,10036,2.0,299.0,1794.0,8372.0,90.0,98,88.0
27318,11375,2.0,900.0,5400.0,25200.0,30.0,96,99.0
27329,11221,2.0,275.0,1650.0,7700.0,75.0,4,95.0
27341,11221,2.0,174.0,1044.0,4872.0,75.0,61,94.0
27348,11236,2.0,160.0,960.0,4480.0,0.0,7,100.0
27352,10023,2.0,180.0,1080.0,5040.0,100.0,5,92.0
27354,10021,2.0,75.0,450.0,2100.0,15.0,17,88.0
27370,10002,2.0,125.0,750.0,3500.0,20.0,0,
27372,10128,2.0,220.0,1320.0,6160.0,175.0,0,
27377,11106,2.0,93.0,558.0,2604.0,0.0,149,97.0
27385,11206,2.0,225.0,1350.0,6300.0,125.0,56,96.0
27386,10012,2.0,600.0,3600.0,16800.0,130.0,6,100.0
27390,11211,2.0,350.0,2100.0,9800.0,25.0,6,93.0
27394,11207,2.0,135.0,810.0,3780.0,75.0,108,96.0
27395,10013,2.0,220.0,1320.0,6160.0,59.0,102,96.0
27403,10026,2.0,249.0,1494.0,6972.0,90.0,88,89.0
27405,10022,2.0,400.0,2400.0,11200.0,200.0,78,97.0
27406,11355,2.0,54.0,324.0,1512.0,35.0,55,95.0
27411,10018,2.0,180.0,1080.0,5040.0,25.0,85,89.0
27413,10031,2.0,77.0,462.0,2156.0,0.0,26,98.0
27418,11211,2.0,270.0,1620.0,7560.0,90.0,29,96.0
27434,10035,2.0,185.0,1110.0,5180.0,90.0,85,94.0
27446,11222,2.0,109.0,654.0,3052.0,85.0,6,97.0
27449,11238,2.0,132.0,792.0,3696.0,50.0,2,100.0
27451,11249,2.0,264.0,1584.0,7392.0,119.0,103,91.0
27452,10013,2.0,120.0,720.0,3360.0,75.0,14,96.0
27453,11369,2.0,155.0,930.0,4340.0,65.0,84,95.0
27478,10002,2.0,250.0,1500.0,7000.0,160.0,50,90.0
27488,11237,2.0,150.0,900.0,4200.0,100.0,57,97.0
27491,11377,2.0,99.0,594.0,2772.0,277.2,0,
27495,11226,2.0,115.0,690.0,3220.0,150.0,2,60.0
27504,11213,2.0,250.0,1500.0,7000.0,700.0,0,
27506,10016,2.0,499.0,2994.0,13972.0,100.0,140,97.0
27513,10018,2.0,200.0,1200.0,5600.0,560.0,0,
27532,11215,2.0,225.0,1350.0,6300.0,90.0,59,91.0
27536,10011,2.0,130.0,780.0,3640.0,75.0,27,98.0
27548,11211,2.0,145.0,870.0,4060.0,406.0,0,
27571,11217,2.0,300.0,1800.0,8400.0,100.0,51,99.0
27575,11226,2.0,90.0,540.0,2520.0,30.0,21,97.0
27576,11238,2.0,150.0,900.0,4200.0,150.0,1,100.0
27585,10003,2.0,350.0,2100.0,9800.0,150.0,57,92.0
27590,10003,2.0,250.0,1500.0,7000.0,100.0,63,91.0
27596,10013,2.0,550.0,3300.0,15400.0,130.0,0,
27613,10002,2.0,236.0,1416.0,6608.0,120.0,55,91.0
27617,11217,2.0,275.0,1650.0,7700.0,100.0,2,60.0
27625,11211,2.0,180.0,1080.0,5040.0,50.0,11,96.0
27632,11206,2.0,170.0,1020.0,4760.0,30.0,1,80.0
27642,11237,2.0,150.0,900.0,4200.0,50.0,8,100.0
27646,10003,2.0,239.0,1434.0,6692.0,90.0,2,90.0
27656,10017,2.0,129.0,774.0,3612.0,145.0,99,91.0
27657,11216,2.0,160.0,960.0,4480.0,120.0,16,94.0
27665,10013,2.0,700.0,4200.0,19600.0,150.0,1,
27670,11238,2.0,200.0,1200.0,5600.0,50.0,2,100.0
27676,10016,2.0,80.0,480.0,2240.0,0.0,0,
27679,10005,2.0,250.0,1500.0,7000.0,0.0,121,97.0
27681,11201,2.0,375.0,2250.0,10500.0,175.0,6,100.0
27683,10027,2.0,51.0,306.0,1428.0,142.8,0,
27693,11217,2.0,275.0,1650.0,7700.0,80.0,46,97.0
27699,10002,2.0,350.0,2100.0,9800.0,160.0,9,100.0
27704,,2.0,225.0,1350.0,6300.0,90.0,47,85.0
27711,10065,2.0,200.0,1200.0,5600.0,65.0,8,95.0
27715,11225,2.0,200.0,1200.0,5600.0,50.0,23,95.0
27737,10031,2.0,250.0,1500.0,7000.0,120.0,1,100.0
27754,11377,2.0,150.0,900.0,4200.0,130.0,1,100.0
27759,11222,2.0,170.0,1020.0,4760.0,60.0,7,97.0
27766,11358,2.0,139.0,834.0,3892.0,35.0,23,97.0
27769,10011,2.0,275.0,1650.0,7700.0,70.0,11,96.0
27771,11236,2.0,167.0,1002.0,4676.0,70.0,74,98.0
27788,11385,2.0,63.0,378.0,1764.0,12.0,6,83.0
27789,10310,2.0,83.0,498.0,2324.0,40.0,5,80.0
27792,11207,2.0,125.0,750.0,3500.0,100.0,44,86.0
27795,11225,2.0,250.0,1500.0,7000.0,100.0,0,
27813,11211,2.0,400.0,2400.0,11200.0,1120.0,0,
27821,11213,2.0,127.0,762.0,3556.0,100.0,46,100.0
27831,,2.0,85.0,510.0,2380.0,15.0,8,100.0
27845,11692,2.0,50.0,300.0,1400.0,20.0,21,95.0
27865,11206,2.0,175.0,1050.0,4900.0,75.0,81,97.0
27877,11228,2.0,99.0,594.0,2772.0,100.0,17,92.0
27902,11216,2.0,40.0,240.0,1120.0,15.0,3,93.0
27907,11213,2.0,90.0,540.0,2520.0,75.0,31,90.0
27908,11103,2.0,135.0,810.0,3780.0,150.0,10,98.0
27920,10017,2.0,325.0,1950.0,9100.0,95.0,21,97.0
27925,11221,2.0,124.0,744.0,3472.0,100.0,90,97.0
27929,11211,2.0,198.0,1188.0,5544.0,0.0,4,100.0
27941,11249,2.0,200.0,1200.0,5600.0,560.0,1,100.0
27948,11249,2.0,134.0,804.0,3752.0,80.0,85,92.0
27964,10003,2.0,550.0,3300.0,15400.0,130.0,26,98.0
27974,11213,2.0,200.0,1200.0,5600.0,125.0,35,94.0
27988,10027,2.0,250.0,1500.0,7000.0,100.0,1,80.0
27999,10002,2.0,125.0,750.0,3500.0,103.0,58,90.0
28000,10037,2.0,175.0,1050.0,4900.0,150.0,5,96.0
28006,10023,2.0,225.0,1350.0,6300.0,175.0,13,100.0
28009,10023,2.0,255.0,1530.0,7140.0,250.0,4,100.0
28010,10023,2.0,320.0,1920.0,8960.0,200.0,4,100.0
28011,11213,2.0,87.0,522.0,2436.0,25.0,2,100.0
28015,10035,2.0,190.0,1140.0,5320.0,25.0,1,
28028,11209,2.0,125.0,750.0,3500.0,350.0,1,100.0
28045,10030,2.0,80.0,480.0,2240.0,224.0,0,
28064,11216,2.0,40.0,240.0,1120.0,20.0,4,100.0
28071,11205,2.0,250.0,1500.0,7000.0,140.0,52,97.0
28074,10013,2.0,145.0,870.0,4060.0,100.0,2,100.0
28079,11426,2.0,60.0,360.0,1680.0,20.0,22,97.0
28086,10012,2.0,320.0,1920.0,8960.0,120.0,91,95.0
28090,10014,2.0,599.0,3594.0,16772.0,1677.2,0,
28092,11216,2.0,88.0,528.0,2464.0,100.0,2,100.0
28100,11216,2.0,75.0,450.0,2100.0,35.0,79,86.0
28102,11206,2.0,249.0,1494.0,6972.0,80.0,52,98.0
28103,11233,2.0,130.0,780.0,3640.0,50.0,0,
28105,10075,2.0,295.0,1770.0,8260.0,125.0,49,88.0
28113,11222,2.0,200.0,1200.0,5600.0,60.0,6,100.0
28116,11249,2.0,275.0,1650.0,7700.0,120.0,3,100.0
28121,11216,2.0,290.0,1740.0,8120.0,135.0,17,96.0
28123,11226,2.0,89.0,534.0,2492.0,130.0,31,86.0
28125,10036,2.0,111.0,666.0,3108.0,50.0,100,91.0
28126,10038,2.0,399.0,2394.0,11172.0,199.0,4,100.0
28127,10128,2.0,210.0,1260.0,5880.0,60.0,6,96.0
28131,10003,2.0,280.0,1680.0,7840.0,784.0,0,
28133,11103,2.0,130.0,780.0,3640.0,80.0,56,90.0
28141,10075,2.0,795.0,4770.0,22260.0,300.0,6,100.0
28144,10009,2.0,130.0,780.0,3640.0,100.0,0,
28161,11217,2.0,149.0,894.0,4172.0,417.20000000000005,1,100.0
28166,10009,2.0,110.0,660.0,3080.0,308.0,3,90.0
28175,10011,2.0,500.0,3000.0,14000.0,160.0,31,92.0
28185,11218,2.0,57.0,342.0,1596.0,25.0,32,86.0
28206,11225,2.0,130.0,780.0,3640.0,50.0,1,100.0
28216,10019,2.0,279.0,1674.0,7812.0,781.2,103,96.0
28233,10039,2.0,250.0,1500.0,7000.0,40.0,21,100.0
28236,10012,2.0,1460.0,8760.0,40880.0,200.0,24,99.0
28240,11206,2.0,135.0,810.0,3780.0,40.0,53,92.0
28254,10003,2.0,221.0,1326.0,6188.0,60.0,3,100.0
28265,10002,2.0,350.0,2100.0,9800.0,100.0,1,100.0
28267,10022,2.0,180.0,1080.0,5040.0,195.0,10,96.0
28271,10301,2.0,59.0,354.0,1652.0,30.0,23,95.0
28278,10018,2.0,300.0,1800.0,8400.0,150.0,47,94.0
28283,10040,2.0,99.0,594.0,2772.0,277.2,11,96.0
28299,11222,2.0,150.0,900.0,4200.0,100.0,22,97.0
28300,11103,2.0,70.0,420.0,1960.0,50.0,1,100.0
28324,10022,2.0,300.0,1800.0,8400.0,200.0,11,96.0
28326,11238,2.0,200.0,1200.0,5600.0,560.0,16,98.0
28328,10023,2.0,502.0,3012.0,14056.0,85.0,8,100.0
28339,11213,2.0,189.0,1134.0,5292.0,49.0,3,100.0
28346,10025,2.0,220.0,1320.0,6160.0,90.0,6,100.0
28350,11385,2.0,170.0,1020.0,4760.0,50.0,10,100.0
28351,11216,2.0,190.0,1140.0,5320.0,150.0,24,99.0
28361,10016,2.0,216.0,1296.0,6048.0,100.0,75,91.0
28362,10036,2.0,200.0,1200.0,5600.0,0.0,2,90.0
28378,10019,2.0,174.0,1044.0,4872.0,125.0,56,95.0
28381,11237,2.0,150.0,900.0,4200.0,420.0,1,60.0
28384,11211,2.0,250.0,1500.0,7000.0,100.0,6,100.0
28397,10011,2.0,500.0,3000.0,14000.0,150.0,23,99.0
28404,11201,2.0,275.0,1650.0,7700.0,125.0,15,99.0
28405,11433,2.0,130.0,780.0,3640.0,49.0,70,93.0
28408,10306,2.0,105.0,630.0,2940.0,80.0,16,80.0
28413,11222,2.0,244.0,1464.0,6832.0,683.2,3,100.0
28418,11206,2.0,389.0,2334.0,10892.0,100.0,90,97.0
28426,10022,2.0,250.0,1500.0,7000.0,200.0,4,100.0
28427,11213,2.0,179.0,1074.0,5012.0,59.0,6,84.0
28430,11429,2.0,75.0,450.0,2100.0,35.0,16,88.0
28438,11231,2.0,180.0,1080.0,5040.0,80.0,0,
28451,11211,2.0,150.0,900.0,4200.0,40.0,4,90.0
28465,10017,2.0,199.0,1194.0,5572.0,557.2,0,
28481,10037,2.0,80.0,480.0,2240.0,70.0,5,84.0
28494,10027,2.0,130.0,780.0,3640.0,60.0,29,86.0
28497,10019,2.0,275.0,1650.0,7700.0,125.0,59,89.0
28504,10128,2.0,180.0,1080.0,5040.0,504.0,3,93.0
28505,11238,2.0,150.0,900.0,4200.0,30.0,5,96.0
28507,11208,2.0,83.0,498.0,2324.0,75.0,27,91.0
28514,11211,2.0,185.0,1110.0,5180.0,89.0,31,96.0
28515,10019,2.0,200.0,1200.0,5600.0,90.0,5,96.0
28517,11201,2.0,150.0,900.0,4200.0,95.0,0,
28520,11221,2.0,150.0,900.0,4200.0,100.0,6,100.0
28523,11211,2.0,200.0,1200.0,5600.0,560.0,0,
28525,10030,2.0,105.0,630.0,2940.0,120.0,36,92.0
28531,11105,2.0,125.0,750.0,3500.0,350.0,0,
28539,10029,2.0,200.0,1200.0,5600.0,100.0,3,80.0
28546,11215,2.0,196.0,1176.0,5488.0,75.0,68,98.0
28549,10012,2.0,800.0,4800.0,22400.0,150.0,4,100.0
28573,11211,2.0,300.0,1800.0,8400.0,150.0,3,100.0
28579,11221,2.0,100.0,600.0,2800.0,100.0,41,98.0
28584,11370,2.0,118.0,708.0,3304.0,55.0,93,94.0
28587,11211,2.0,150.0,900.0,4200.0,50.0,1,100.0
28594,11206,2.0,175.0,1050.0,4900.0,50.0,2,90.0
28598,11412,2.0,99.0,594.0,2772.0,35.0,38,91.0
28602,11237,2.0,157.0,942.0,4396.0,75.0,52,91.0
28612,11206,2.0,217.0,1302.0,6076.0,100.0,19,99.0
28613,10028,2.0,129.0,774.0,3612.0,79.0,21,98.0
28614,10035,2.0,199.0,1194.0,5572.0,50.0,34,75.0
28616,11237,2.0,195.0,1170.0,5460.0,45.0,4,95.0
28618,10029,2.0,237.0,1422.0,6636.0,100.0,24,90.0
28621,10036,2.0,600.0,3600.0,16800.0,185.0,34,97.0
28627,11221,2.0,250.0,1500.0,7000.0,90.0,0,
28628,10013,2.0,295.0,1770.0,8260.0,95.0,91,94.0
28635,10010,2.0,600.0,3600.0,16800.0,120.0,34,97.0
28648,10024,2.0,270.0,1620.0,7560.0,100.0,0,
28653,11216,2.0,250.0,1500.0,7000.0,150.0,0,
28657,,2.0,300.0,1800.0,8400.0,85.0,103,93.0
28663,11215,2.0,225.0,1350.0,6300.0,97.0,89,98.0
28664,10027,2.0,50.0,300.0,1400.0,10.0,10,98.0
28667,11226,2.0,115.0,690.0,3220.0,75.0,3,93.0
28673,11226,2.0,99.0,594.0,2772.0,100.0,2,100.0
28676,11105,2.0,160.0,960.0,4480.0,448.0,2,100.0
28681,11355,2.0,120.0,720.0,3360.0,25.0,82,86.0
28692,10016,2.0,239.0,1434.0,6692.0,100.0,80,92.0
28699,10002,2.0,80.0,480.0,2240.0,224.0,0,
28700,10016,2.0,149.0,894.0,4172.0,100.0,75,87.0
28702,10012,2.0,350.0,2100.0,9800.0,980.0,1,20.0
28727,11221,2.0,165.0,990.0,4620.0,45.0,1,80.0
28734,11222,2.0,198.0,1188.0,5544.0,100.0,49,97.0
28741,10036,2.0,225.0,1350.0,6300.0,95.0,75,93.0
28744,10021,2.0,340.0,2040.0,9520.0,180.0,1,100.0
28767,11418,2.0,60.0,360.0,1680.0,75.0,71,96.0
28771,10023,2.0,89.0,534.0,2492.0,49.0,10,94.0
28801,11201,2.0,170.0,1020.0,4760.0,50.0,67,96.0
28807,10011,2.0,329.0,1974.0,9212.0,120.0,7,100.0
28814,11249,2.0,211.0,1266.0,5908.0,90.0,12,91.0
28819,11209,2.0,120.0,720.0,3360.0,65.0,39,96.0
28842,10019,2.0,338.0,2028.0,9464.0,250.0,34,95.0
28844,,2.0,294.0,1764.0,8232.0,90.0,43,92.0
28846,10023,2.0,300.0,1800.0,8400.0,200.0,4,100.0
28851,11217,2.0,140.0,840.0,3920.0,100.0,31,91.0
28855,11222,2.0,10.0,60.0,280.0,200.0,16,98.0
28859,,2.0,175.0,1050.0,4900.0,80.0,0,
28861,10022,2.0,409.0,2454.0,11452.0,150.0,63,93.0
28863,11103,2.0,600.0,3600.0,16800.0,300.0,1,100.0
28877,10013,2.0,240.0,1440.0,6720.0,200.0,0,
28881,10019,2.0,250.0,1500.0,7000.0,80.0,70,95.0
28900,11211,2.0,120.0,720.0,3360.0,25.0,88,83.0
28903,10024,2.0,250.0,1500.0,7000.0,95.0,2,100.0
28905,10016,2.0,419.0,2514.0,11732.0,100.0,114,97.0
28908,10016,2.0,300.0,1800.0,8400.0,200.0,3,87.0
28917,10005,2.0,200.0,1200.0,5600.0,150.0,5,90.0
28918,11216,2.0,298.0,1788.0,8344.0,70.0,0,
28919,10017,2.0,588.0,3528.0,16464.0,49.0,3,93.0
28934,11217,2.0,150.0,900.0,4200.0,100.0,2,100.0
28944,11222,2.0,200.0,1200.0,5600.0,0.0,30,100.0
28945,10011,2.0,350.0,2100.0,9800.0,100.0,28,96.0
28949,10128,2.0,127.0,762.0,3556.0,355.6,0,
28970,11231,2.0,192.0,1152.0,5376.0,100.0,1,100.0
28972,11221,2.0,175.0,1050.0,4900.0,119.0,1,100.0
28973,11217,2.0,295.0,1770.0,8260.0,80.0,45,96.0
28976,10036,2.0,226.0,1356.0,6328.0,100.0,56,87.0
28978,10009,2.0,530.0,3180.0,14840.0,50.0,7,94.0
28985,10011,2.0,245.0,1470.0,6860.0,120.0,37,98.0
29016,10010,2.0,495.0,2970.0,13860.0,100.0,30,99.0
29017,10027,2.0,219.0,1314.0,6132.0,125.0,6,100.0
29022,11206,2.0,172.0,1032.0,4816.0,89.0,24,95.0
29029,11212,2.0,120.0,720.0,3360.0,39.0,1,80.0
29034,10128,2.0,200.0,1200.0,5600.0,50.0,4,100.0
29035,11226,2.0,80.0,480.0,2240.0,224.0,2,80.0
29049,10003,2.0,260.0,1560.0,7280.0,80.0,7,97.0
29052,10038,2.0,185.0,1110.0,5180.0,120.0,73,98.0
29067,11354,2.0,150.0,900.0,4200.0,20.0,19,88.0
29070,10028,2.0,151.0,906.0,4228.0,422.8,2,100.0
29074,10029,2.0,300.0,1800.0,8400.0,175.0,14,96.0
29078,10009,2.0,225.0,1350.0,6300.0,75.0,3,100.0
29079,10019,2.0,168.0,1008.0,4704.0,470.40000000000003,4,95.0
29082,11208,2.0,100.0,600.0,2800.0,50.0,4,100.0
29090,11206,2.0,189.0,1134.0,5292.0,89.0,19,98.0
29101,11378,2.0,60.0,360.0,1680.0,168.0,0,
29103,11357,2.0,250.0,1500.0,7000.0,700.0,6,100.0
29111,10065,2.0,450.0,2700.0,12600.0,450.0,0,
29119,10023,2.0,275.0,1650.0,7700.0,200.0,8,85.0
29126,11201,2.0,174.0,1044.0,4872.0,60.0,5,100.0
29133,10016,2.0,185.0,1110.0,5180.0,180.0,5,84.0
29137,10016,2.0,190.0,1140.0,5320.0,200.0,0,
29146,11367,2.0,115.0,690.0,3220.0,150.0,3,87.0
29153,11211,2.0,185.0,1110.0,5180.0,140.0,1,100.0
29158,11205,2.0,180.0,1080.0,5040.0,60.0,1,
29166,10016,2.0,186.0,1116.0,5208.0,520.8000000000001,9,91.0
29168,10035,2.0,172.0,1032.0,4816.0,150.0,41,96.0
29173,11213,2.0,184.0,1104.0,5152.0,100.0,40,96.0
29190,10017,2.0,699.0,4194.0,19572.0,100.0,2,100.0
29196,11216,2.0,80.0,480.0,2240.0,0.0,1,
29210,10075,2.0,225.0,1350.0,6300.0,630.0,3,100.0
29251,10016,2.0,375.0,2250.0,10500.0,170.0,3,93.0
29267,11226,2.0,50.0,300.0,1400.0,69.0,12,97.0
