,zipcode,bedrooms,price,weekly_price,monthly_price,cleaning_fee,number_of_reviews,review_scores_rating
13356,11249,2.0,262.0,1572.0,7336.0,90.0,116,98.0
13367,11222,2.0,275.0,1650.0,7700.0,100.0,73,99.0
13375,10075,2.0,450.0,2700.0,12600.0,45.0,0,
13381,11211,2.0,165.0,990.0,4620.0,98.0,140,94.0
13384,10011,2.0,325.0,1950.0,9100.0,60.0,2,90.0
13397,10018,2.0,366.0,2196.0,10248.0,195.0,29,94.0
13398,11105,2.0,85.0,510.0,2380.0,60.0,34,83.0
13403,10009,2.0,199.0,1194.0,5572.0,80.0,61,90.0
13414,11211,2.0,145.0,870.0,4060.0,100.0,15,88.0
13415,11211,2.0,117.0,702.0,3276.0,97.0,173,94.0
13436,10012,2.0,225.0,1350.0,6300.0,630.0,1,100.0
13452,10024,2.0,295.0,1770.0,8260.0,300.0,2,100.0
13463,10027,2.0,345.0,2070.0,9660.0,135.0,15,96.0
13467,11249,2.0,300.0,1800.0,8400.0,50.0,0,
13468,10027,2.0,500.0,3000.0,14000.0,300.0,70,88.0
13469,10029,2.0,275.0,1650.0,7700.0,100.0,85,92.0
13470,10012,2.0,350.0,2100.0,9800.0,100.0,41,90.0
13479,11237,2.0,180.0,1080.0,5040.0,50.0,0,
13480,10025,2.0,299.0,1794.0,8372.0,99.0,99,89.0
13486,11206,2.0,150.0,900.0,4200.0,100.0,48,91.0
13489,11418,2.0,126.0,756.0,3528.0,100.0,58,91.0
13499,10014,2.0,500.0,3000.0,14000.0,100.0,0,
13502,10036,2.0,400.0,2400.0,11200.0,70.0,8,95.0
13518,11215,2.0,275.0,1650.0,7700.0,50.0,2,100.0
13526,10036,2.0,220.0,1320.0,6160.0,60.0,43,97.0
13546,10019,2.0,299.0,1794.0,8372.0,837.2,0,
13548,11217,2.0,410.0,2460.0,11480.0,100.0,0,
13554,10004,2.0,300.0,1800.0,8400.0,840.0,0,
13557,10009,2.0,200.0,1200.0,5600.0,560.0,3,93.0
13569,10001,2.0,400.0,2400.0,11200.0,100.0,62,92.0
13573,11205,2.0,186.0,1116.0,5208.0,110.0,94,95.0
13577,10025,2.0,290.0,1740.0,8120.0,812.0,0,
13585,11211,2.0,174.0,1044.0,4872.0,97.0,168,92.0
13587,10013,2.0,280.0,1680.0,7840.0,40.0,0,
13588,11222,2.0,130.0,780.0,3640.0,85.0,1,100.0
13589,11103,2.0,280.0,1680.0,7840.0,80.0,0,
13590,11233,2.0,165.0,990.0,4620.0,50.0,0,
13598,11106,2.0,150.0,900.0,4200.0,420.0,0,
13601,11238,2.0,60.0,360.0,1680.0,168.0,1,100.0
13609,10029,2.0,190.0,1140.0,5320.0,65.0,31,98.0
13611,10019,2.0,350.0,2100.0,9800.0,250.0,0,
13624,10013,2.0,265.0,1590.0,7420.0,100.0,1,100.0
13627,,2.0,120.0,720.0,3360.0,336.0,1,80.0
13634,10012,2.0,300.0,1800.0,8400.0,60.0,1,80.0
13639,11233,2.0,150.0,900.0,4200.0,50.0,3,100.0
13641,10022,2.0,275.0,1650.0,7700.0,75.0,2,
13645,10002,2.0,260.0,1560.0,7280.0,70.0,49,93.0
13657,11211,2.0,200.0,1200.0,5600.0,560.0,3,100.0
13658,11216,2.0,160.0,960.0,4480.0,100.0,32,94.0
13667,10027,2.0,245.0,1470.0,6860.0,100.0,61,83.0
13668,10027,2.0,250.0,1695.0,5750.0,180.0,50,96.0
13676,10128,2.0,199.0,1194.0,5572.0,130.0,7,100.0
13686,11222,2.0,130.0,780.0,3640.0,75.0,2,100.0
13690,10128,2.0,115.0,690.0,3220.0,322.0,1,100.0
13694,11231,2.0,134.0,804.0,3752.0,100.0,2,100.0
13702,10013,2.0,450.0,2700.0,12600.0,150.0,2,100.0
13705,11217,2.0,125.0,750.0,3500.0,350.0,0,
13707,11211,2.0,179.0,1200.0,4800.0,70.0,127,84.0
13722,11206,2.0,180.0,1080.0,2800.0,90.0,57,83.0
13728,11222,2.0,135.0,810.0,3780.0,378.0,0,
13731,10038,2.0,349.0,2094.0,9772.0,150.0,5,96.0
13733,11211,2.0,180.0,1080.0,5040.0,80.0,24,98.0
13754,11220,2.0,145.0,900.0,4060.0,100.0,122,100.0
13761,11238,2.0,130.0,780.0,3640.0,70.0,27,100.0
13773,11231,2.0,219.0,1200.0,6132.0,70.0,0,
13777,11215,2.0,150.0,900.0,4200.0,100.0,1,100.0
13781,10018,2.0,288.0,1728.0,8064.0,275.0,0,
13783,10033,2.0,199.0,1194.0,5572.0,95.0,88,88.0
13788,11238,2.0,100.0,325.0,2800.0,75.0,12,89.0
13796,11206,2.0,150.0,900.0,4200.0,20.0,0,
13799,10010,2.0,269.0,1614.0,7532.0,125.0,123,91.0
13806,11103,2.0,119.0,714.0,3332.0,35.0,3,100.0
13807,11205,2.0,173.0,1038.0,4844.0,60.0,163,95.0
13814,11238,2.0,130.0,780.0,3640.0,100.0,0,
13816,10024,2.0,400.0,2400.0,11200.0,1120.0,2,
13829,11235,2.0,99.0,594.0,2772.0,85.0,32,93.0
13835,11236,2.0,90.0,540.0,2520.0,252.0,188,96.0
13841,11211,2.0,150.0,900.0,4200.0,50.0,4,95.0
13860,11225,2.0,110.0,660.0,3080.0,20.0,0,
13863,11217,2.0,450.0,2700.0,12600.0,100.0,0,
13864,10009,2.0,390.0,2340.0,10920.0,175.0,0,
13868,11228,2.0,160.0,960.0,4480.0,50.0,45,94.0
13878,10029,2.0,200.0,1200.0,5600.0,560.0,0,
13896,11221,2.0,107.0,642.0,2996.0,120.0,35,97.0
13901,11215,2.0,105.0,525.0,1700.0,50.0,141,96.0
13904,11211,2.0,175.0,1050.0,4900.0,65.0,8,100.0
13911,10033,2.0,85.0,510.0,2380.0,60.0,1,60.0
13915,10014,2.0,450.0,2700.0,12600.0,50.0,0,
13920,10026,2.0,200.0,1200.0,5600.0,100.0,131,94.0
13944,11218,2.0,100.0,600.0,2800.0,80.0,4,100.0
13957,10019,2.0,195.0,1170.0,5460.0,160.0,30,91.0
13972,11249,2.0,350.0,2100.0,9800.0,150.0,5,100.0
13973,10016,2.0,275.0,1650.0,7700.0,80.0,3,90.0
13976,10019,2.0,300.0,1800.0,8400.0,75.0,236,93.0
13979,11201,2.0,150.0,900.0,4200.0,150.0,81,96.0
13990,10029,2.0,190.0,1140.0,5320.0,100.0,96,80.0
13993,11222,2.0,100.0,600.0,2800.0,90.0,1,100.0
13997,10022,2.0,249.0,1494.0,6972.0,90.0,120,89.0
14002,11206,2.0,115.0,690.0,3220.0,75.0,118,95.0
14021,10128,2.0,200.0,1200.0,5600.0,40.0,1,80.0
14026,11238,2.0,250.0,1470.0,3800.0,150.0,12,98.0
14028,11103,2.0,159.0,954.0,4452.0,35.0,0,
14040,10019,2.0,1050.0,6300.0,29400.0,295.0,51,98.0
14046,11211,2.0,200.0,1300.0,5600.0,100.0,1,100.0
14055,11216,2.0,100.0,600.0,2800.0,125.0,1,100.0
14058,11222,2.0,205.0,1230.0,5740.0,125.0,2,100.0
14064,10025,2.0,275.0,1650.0,6500.0,250.0,1,100.0
14067,10018,2.0,285.0,1710.0,4500.0,120.0,51,88.0
14069,11238,2.0,128.0,768.0,3584.0,0.0,11,98.0
14075,11211,2.0,275.0,1650.0,7700.0,135.0,49,95.0
14108,10028,2.0,260.0,1560.0,6500.0,200.0,0,
14113,11102,2.0,225.0,1350.0,6300.0,40.0,0,
14139,10011,2.0,365.0,2190.0,10220.0,150.0,86,93.0
14141,10022,2.0,230.0,1380.0,6440.0,644.0,0,
14149,10019,2.0,369.0,2214.0,10332.0,100.0,0,
14154,11211,2.0,119.0,714.0,3332.0,60.0,3,93.0
14157,11238,2.0,995.0,5970.0,27860.0,185.0,1,100.0
14158,11233,2.0,185.0,1110.0,5180.0,15.0,19,91.0
14160,10013,2.0,500.0,3000.0,14000.0,75.0,0,
14212,10011,2.0,250.0,1500.0,7000.0,700.0,0,
14215,10025,2.0,295.0,1770.0,9000.0,250.0,3,93.0
14216,10027,2.0,199.0,1194.0,5572.0,125.0,126,88.0
14217,10128,2.0,300.0,1800.0,8400.0,840.0,0,
14219,10013,2.0,197.0,1279.0,5516.0,100.0,0,
14221,11221,2.0,150.0,900.0,4200.0,110.0,12,92.0
14232,10003,2.0,225.0,1350.0,6300.0,75.0,7,97.0
14248,11218,2.0,130.0,780.0,3640.0,364.0,1,40.0
14252,11211,2.0,290.0,1740.0,8120.0,120.0,1,100.0
14260,10019,2.0,180.0,1080.0,5040.0,250.0,5,96.0
14271,10011,2.0,250.0,1500.0,7000.0,100.0,3,93.0
14275,10019,2.0,369.0,2214.0,10332.0,100.0,1,100.0
14302,11221,2.0,125.0,750.0,3500.0,175.0,2,100.0
14318,11206,2.0,170.0,1020.0,4760.0,65.0,16,95.0
14324,11416,2.0,130.0,780.0,3640.0,65.0,12,98.0
14329,11249,2.0,219.0,1314.0,4500.0,60.0,3,100.0
14332,11211,2.0,100.0,600.0,2800.0,280.0,0,
14336,10065,2.0,249.0,1494.0,6972.0,100.0,0,
14343,11106,2.0,150.0,900.0,4200.0,85.0,1,40.0
14346,10019,2.0,399.0,2394.0,11172.0,100.0,1,100.0
14347,10019,2.0,190.0,1140.0,5320.0,100.0,1,100.0
14348,10019,2.0,369.0,2214.0,10332.0,100.0,4,95.0
14353,10019,2.0,369.0,2214.0,10332.0,100.0,3,93.0
14355,10128,2.0,115.0,690.0,3220.0,20.0,8,75.0
14373,11226,2.0,155.0,930.0,4340.0,40.0,1,100.0
14376,10065,2.0,149.0,894.0,4172.0,417.20000000000005,1,
14401,10014,2.0,300.0,1800.0,6800.0,90.0,89,93.0
14404,10022,2.0,658.0,3948.0,18424.0,99.0,145,96.0
14407,10003,2.0,500.0,3000.0,3900.0,95.0,18,92.0
14408,10031,2.0,200.0,1200.0,5600.0,560.0,0,
14420,11221,2.0,120.0,720.0,3360.0,75.0,3,100.0
14424,10009,2.0,380.0,2280.0,10640.0,1064.0,0,
14427,11211,2.0,180.0,1080.0,5040.0,50.0,0,
14429,10011,2.0,200.0,1200.0,5600.0,60.0,0,
14430,10002,2.0,180.0,1080.0,5040.0,100.0,0,
14447,11218,2.0,85.0,510.0,2380.0,25.0,3,100.0
14459,11235,2.0,500.0,3000.0,14000.0,1400.0,0,
14467,10027,2.0,200.0,1200.0,5600.0,120.0,1,100.0
14473,10065,2.0,369.0,2214.0,10332.0,100.0,0,
14474,10019,2.0,215.0,1290.0,6020.0,150.0,4,75.0
14487,11233,2.0,85.0,510.0,2380.0,65.0,116,89.0
14492,10024,2.0,300.0,1800.0,8400.0,180.0,99,88.0
14498,10006,2.0,225.0,1350.0,6300.0,150.0,1,
14501,11201,2.0,200.0,1200.0,5600.0,560.0,2,100.0
14519,10016,2.0,199.0,1194.0,5572.0,50.0,0,
14527,11238,2.0,75.0,450.0,2100.0,210.0,4,100.0
14535,10003,2.0,150.0,900.0,4200.0,420.0,3,
14539,11105,2.0,250.0,1500.0,7000.0,700.0,0,
14546,11216,2.0,93.0,558.0,2604.0,60.0,4,100.0
14547,10003,2.0,250.0,1500.0,7000.0,50.0,0,
14553,10013,2.0,164.0,984.0,4592.0,50.0,3,100.0
14571,10016,2.0,270.0,1620.0,7560.0,275.0,2,80.0
14572,10024,2.0,219.0,1314.0,6132.0,45.0,1,80.0
14586,11216,2.0,113.0,678.0,3164.0,60.0,156,98.0
14597,10011,2.0,220.0,1320.0,6160.0,80.0,8,98.0
14599,10012,2.0,59.0,1150.0,1652.0,165.20000000000002,6,100.0
14604,11221,2.0,93.0,650.0,2604.0,25.0,5,100.0
14608,10065,2.0,170.0,1020.0,4760.0,40.0,31,95.0
14615,10013,2.0,485.0,2910.0,13580.0,250.0,14,99.0
14617,10031,2.0,125.0,750.0,3500.0,40.0,26,94.0
14628,11211,2.0,96.0,576.0,2688.0,80.0,17,99.0
14630,11211,2.0,175.0,1050.0,4900.0,490.0,3,93.0
14643,10016,2.0,150.0,900.0,4200.0,120.0,1,60.0
14647,10016,2.0,150.0,900.0,4200.0,150.0,2,60.0
14649,10016,2.0,115.0,690.0,3220.0,120.0,4,80.0
14650,10016,2.0,115.0,690.0,3220.0,120.0,4,75.0
14652,10009,2.0,55.0,470.0,1540.0,154.0,0,
14662,11238,2.0,125.0,750.0,3500.0,350.0,0,
14669,10012,2.0,196.0,1172.0,4137.0,70.0,0,
14676,10002,2.0,250.0,1500.0,7000.0,100.0,0,
14688,10036,2.0,166.0,1000.0,4000.0,400.0,7,89.0
14713,10022,2.0,220.0,1320.0,6160.0,120.0,93,86.0
14714,10028,2.0,285.0,1710.0,7980.0,798.0,0,
14716,10037,2.0,226.0,1356.0,6328.0,150.0,44,100.0
14724,10031,2.0,150.0,900.0,4200.0,420.0,2,80.0
14726,11377,2.0,155.0,930.0,4340.0,60.0,56,97.0
14737,11215,2.0,150.0,1000.0,3200.0,65.0,78,91.0
14738,10032,2.0,99.0,594.0,2772.0,277.2,2,90.0
14744,11211,2.0,170.0,1020.0,4760.0,40.0,1,100.0
14759,10002,2.0,249.0,1494.0,6972.0,49.0,0,
14764,10003,2.0,299.0,1794.0,8372.0,120.0,1,100.0
14778,10035,2.0,110.0,660.0,2150.0,60.0,14,93.0
14786,11213,2.0,153.0,918.0,4284.0,75.0,97,97.0
14792,11216,2.0,89.0,534.0,2492.0,100.0,10,89.0
14794,11435,2.0,186.0,1116.0,5208.0,50.0,87,95.0
14798,11221,2.0,249.0,1575.0,6972.0,175.0,63,96.0
14800,10016,2.0,400.0,2400.0,11200.0,120.0,5,85.0
14807,11249,2.0,139.0,834.0,3892.0,389.20000000000005,0,
14840,10003,2.0,195.0,1170.0,5460.0,150.0,0,
14841,11211,2.0,500.0,4500.0,14000.0,100.0,93,99.0
14857,11221,2.0,140.0,840.0,3920.0,100.0,133,97.0
14875,10065,2.0,152.0,912.0,4256.0,45.0,41,79.0
14882,10009,2.0,250.0,1500.0,5500.0,50.0,1,100.0
14887,10011,2.0,250.0,1500.0,7000.0,130.0,11,98.0
14888,10019,2.0,500.0,3000.0,14000.0,1400.0,5,95.0
14890,11216,2.0,199.0,1194.0,5572.0,150.0,63,98.0
14902,10021,2.0,275.0,1650.0,7700.0,35.0,9,90.0
14935,11238,2.0,210.0,1000.0,3800.0,80.0,3,100.0
14938,11221,2.0,185.0,1110.0,5180.0,120.0,23,87.0
14945,10002,2.0,160.0,960.0,4480.0,65.0,9,96.0
14948,10004,2.0,329.0,1974.0,9212.0,160.0,6,93.0
14952,10003,2.0,499.0,2994.0,13972.0,200.0,0,
14970,11211,2.0,220.0,1400.0,6160.0,25.0,1,100.0
14995,10029,2.0,100.0,600.0,2800.0,280.0,6,93.0
15000,10028,2.0,180.0,1080.0,5040.0,100.0,8,83.0
15022,10016,2.0,235.0,1410.0,6580.0,50.0,2,100.0
15025,10036,2.0,155.0,930.0,4340.0,60.0,0,
15031,10022,2.0,230.0,1600.0,4500.0,150.0,0,
15035,11211,2.0,199.0,1194.0,5572.0,557.2,0,
15041,10024,2.0,285.0,1710.0,7980.0,100.0,65,95.0
15054,11238,2.0,295.0,1770.0,8260.0,100.0,160,99.0
15061,10036,2.0,135.0,810.0,3780.0,60.0,32,98.0
15068,10028,2.0,360.0,2160.0,9900.0,250.0,1,60.0
15072,11106,2.0,275.0,1650.0,7700.0,109.0,128,98.0
15074,11207,2.0,149.0,1000.0,4350.0,435.0,91,82.0
15076,11206,2.0,120.0,720.0,3360.0,120.0,67,96.0
15091,11221,2.0,99.0,594.0,2772.0,99.0,81,94.0
15110,11231,2.0,250.0,1500.0,7000.0,95.0,32,97.0
15131,10030,2.0,110.0,660.0,3080.0,50.0,0,
15132,10128,2.0,110.0,660.0,3080.0,150.0,7,94.0
15138,11221,2.0,90.0,540.0,2520.0,80.0,142,97.0
15140,10002,2.0,180.0,1080.0,5040.0,100.0,141,97.0
15146,11216,2.0,155.0,945.0,3100.0,100.0,63,96.0
15150,11213,2.0,199.0,700.0,2599.0,259.90000000000003,8,80.0
15154,11237,2.0,155.0,930.0,4340.0,100.0,184,94.0
15155,11231,2.0,125.0,750.0,3500.0,100.0,0,
15159,10016,2.0,83.0,498.0,2324.0,232.4,2,90.0
15177,11211,2.0,100.0,650.0,2800.0,25.0,5,96.0
15192,11207,2.0,150.0,900.0,4200.0,25.0,45,96.0
15204,11249,2.0,319.0,1914.0,8932.0,90.0,63,97.0
15214,11217,2.0,72.0,400.0,2016.0,49.0,12,95.0
15218,10005,2.0,699.0,4194.0,19572.0,150.0,0,
15219,11211,2.0,275.0,1650.0,7700.0,150.0,2,100.0
15258,11215,2.0,135.0,810.0,3780.0,200.0,0,
15267,11379,2.0,115.0,690.0,3220.0,50.0,83,98.0
15275,11222,2.0,70.0,420.0,1960.0,75.0,2,100.0
15287,10003,2.0,450.0,2700.0,12600.0,80.0,1,100.0
15298,11215,2.0,175.0,900.0,4900.0,70.0,43,94.0
15318,11222,2.0,190.0,1140.0,5320.0,100.0,27,99.0
15335,10016,2.0,450.0,2700.0,12600.0,60.0,2,
15346,11205,2.0,125.0,750.0,3500.0,60.0,70,91.0
15349,10036,2.0,185.0,800.0,3500.0,350.0,7,97.0
15355,10013,2.0,183.0,1250.0,4500.0,0.0,1,100.0
15365,11211,2.0,360.0,2160.0,10080.0,160.0,3,93.0
15367,10011,2.0,225.0,1350.0,6300.0,25.0,0,
15379,11213,2.0,199.0,1194.0,5572.0,125.0,42,98.0
15382,11221,2.0,93.0,558.0,2604.0,50.0,68,89.0
15383,10022,2.0,325.0,1950.0,9100.0,75.0,9,80.0
15390,11206,2.0,145.0,870.0,4060.0,100.0,40,98.0
15415,11206,2.0,117.0,702.0,3276.0,327.6,2,100.0
15416,11218,2.0,89.0,534.0,2492.0,50.0,1,100.0
15421,10027,2.0,150.0,900.0,4200.0,75.0,15,95.0
15441,10002,2.0,320.0,1920.0,8960.0,50.0,6,97.0
15451,11422,2.0,110.0,800.0,3000.0,120.0,54,97.0
15462,11233,2.0,155.0,930.0,4340.0,80.0,135,98.0
15480,10002,2.0,249.0,1494.0,6972.0,100.0,134,91.0
15486,11692,2.0,200.0,1200.0,5600.0,100.0,12,93.0
15498,10014,2.0,200.0,1200.0,5600.0,120.0,1,100.0
15499,11249,2.0,65.0,390.0,1820.0,50.0,9,93.0
15501,11238,2.0,95.0,570.0,2660.0,125.0,3,93.0
15510,10003,2.0,219.0,1314.0,6132.0,100.0,87,86.0
15525,10003,2.0,325.0,1950.0,9100.0,910.0,0,
15530,11212,2.0,100.0,600.0,2800.0,280.0,21,83.0
15533,10012,2.0,149.0,894.0,4172.0,417.20000000000005,0,
15535,11211,2.0,120.0,720.0,3360.0,75.0,1,
15554,11211,2.0,110.0,660.0,3080.0,108.0,0,
15574,10009,2.0,295.0,1770.0,8260.0,120.0,7,91.0
15575,11370,2.0,145.0,870.0,4060.0,65.0,56,98.0
15579,11231,2.0,140.0,840.0,3920.0,392.0,0,
15582,10025,2.0,150.0,900.0,4200.0,45.0,0,
15583,10027,2.0,179.0,1074.0,5012.0,75.0,26,99.0
15585,11238,2.0,350.0,2100.0,9800.0,100.0,1,100.0
15586,10013,2.0,105.0,630.0,2940.0,294.0,16,88.0
15591,11206,2.0,120.0,720.0,3360.0,336.0,0,
15594,10030,2.0,199.0,1194.0,5572.0,100.0,2,100.0
15598,11215,2.0,250.0,1500.0,7000.0,700.0,0,
15599,11215,2.0,150.0,900.0,4200.0,420.0,1,100.0
15604,11205,2.0,145.0,870.0,4060.0,406.0,3,100.0
15609,11218,2.0,100.0,600.0,2800.0,280.0,0,
15615,10036,2.0,170.0,1020.0,4760.0,150.0,16,96.0
15624,11236,2.0,177.0,1062.0,4956.0,0.0,23,92.0
15625,10002,2.0,395.0,2370.0,11060.0,95.0,45,97.0
15627,10031,2.0,198.0,1188.0,5544.0,100.0,40,97.0
15637,10019,2.0,200.0,1200.0,5600.0,50.0,130,95.0
15648,11374,2.0,140.0,840.0,3920.0,100.0,74,96.0
15657,10013,2.0,100.0,600.0,2800.0,280.0,0,
15662,11210,2.0,92.0,450.0,2576.0,60.0,25,95.0
15666,10033,2.0,90.0,540.0,2520.0,100.0,1,100.0
15670,10036,2.0,369.0,2214.0,10332.0,100.0,0,
15675,11231,2.0,162.0,972.0,4536.0,85.0,32,94.0
15677,11237,2.0,130.0,780.0,3640.0,150.0,5,80.0
15694,11217,2.0,118.0,708.0,3304.0,100.0,3,100.0
15695,11104,2.0,115.0,690.0,3220.0,322.0,0,
15697,11215,2.0,145.0,950.0,4000.0,95.0,127,99.0
15710,10014,2.0,450.0,2700.0,12600.0,300.0,0,
15726,11205,2.0,176.0,1056.0,4928.0,492.8,54,82.0
15729,10031,2.0,200.0,1200.0,5600.0,100.0,94,98.0
15733,11207,2.0,99.0,594.0,3000.0,78.0,132,98.0
15741,11205,2.0,99.0,594.0,2772.0,277.2,0,
15744,10014,2.0,550.0,3300.0,15400.0,275.0,0,
15752,11201,2.0,120.0,720.0,3360.0,336.0,9,87.0
15755,10031,2.0,90.0,540.0,2520.0,100.0,6,95.0
15762,11216,2.0,165.0,990.0,4620.0,85.0,101,95.0
15765,11238,2.0,109.0,654.0,3052.0,50.0,3,100.0
15777,11249,2.0,200.0,1200.0,5600.0,560.0,0,
15780,10038,2.0,235.0,1410.0,6580.0,105.0,57,96.0
15791,11211,2.0,350.0,2100.0,9800.0,150.0,44,98.0
15794,11226,2.0,75.0,450.0,2100.0,100.0,65,82.0
15814,10003,2.0,125.0,750.0,3500.0,350.0,19,88.0
15817,10003,2.0,245.0,1470.0,6860.0,200.0,0,
15829,10039,2.0,75.0,450.0,2100.0,210.0,1,100.0
15839,10002,2.0,196.0,1176.0,5488.0,59.0,118,89.0
15840,10022,2.0,350.0,2100.0,9800.0,155.0,110,92.0
15856,11220,2.0,300.0,1800.0,8400.0,125.0,2,100.0
15866,10040,2.0,125.0,750.0,3500.0,100.0,2,90.0
15870,11211,2.0,250.0,1500.0,7000.0,100.0,7,91.0
15879,10002,2.0,170.0,1020.0,4760.0,476.0,0,
15883,10014,2.0,168.0,1008.0,4704.0,470.40000000000003,1,
15897,10025,2.0,145.0,870.0,4060.0,50.0,1,100.0
15900,10002,2.0,275.0,1650.0,7700.0,25.0,2,80.0
15901,10014,2.0,250.0,1500.0,7000.0,700.0,1,
15913,10003,2.0,550.0,3300.0,15400.0,150.0,74,99.0
15954,11418,2.0,210.0,1260.0,5880.0,130.0,26,94.0
15972,11215,2.0,240.0,1440.0,6720.0,150.0,12,98.0
15978,10013,2.0,150.0,900.0,4200.0,420.0,4,95.0
15979,11231,2.0,200.0,1200.0,5600.0,80.0,0,
15983,10035,2.0,145.0,870.0,4060.0,100.0,7,97.0
15995,10017,2.0,499.0,2994.0,13972.0,1397.2,0,
15996,10014,2.0,130.0,780.0,3640.0,150.0,6,87.0
16008,11385,2.0,118.0,708.0,3304.0,35.0,140,95.0
16009,11377,2.0,120.0,720.0,3360.0,100.0,83,94.0
16025,10016,2.0,200.0,1200.0,5600.0,25.0,12,98.0
16027,10036,2.0,120.0,720.0,3360.0,150.0,4,95.0
16039,11201,2.0,300.0,1800.0,8400.0,150.0,7,100.0
16050,10019,2.0,285.0,1710.0,7980.0,250.0,7,91.0
16051,10036,2.0,421.0,2526.0,11788.0,100.0,0,
16057,10025,2.0,150.0,900.0,4200.0,50.0,18,91.0
16059,10026,2.0,140.0,840.0,3920.0,20.0,0,
16062,10036,2.0,170.0,1020.0,4760.0,150.0,1,
16063,11417,2.0,120.0,720.0,3360.0,100.0,63,95.0
16075,10463,2.0,131.0,786.0,3668.0,100.0,35,98.0
16089,10463,2.0,79.0,474.0,2212.0,179.0,7,87.0
16095,10128,2.0,150.0,900.0,4200.0,60.0,168,94.0
16096,10031,2.0,165.0,995.0,3475.0,70.0,64,97.0
16098,10012,2.0,600.0,3600.0,16800.0,150.0,57,90.0
16100,10019,2.0,400.0,2400.0,11200.0,80.0,2,60.0
16111,11213,2.0,160.0,960.0,4480.0,50.0,0,
16126,10032,2.0,150.0,900.0,4200.0,85.0,105,98.0
16133,10033,2.0,120.0,600.0,2400.0,80.0,5,84.0
16136,11217,2.0,200.0,1200.0,5600.0,40.0,4,90.0
16140,11101,2.0,158.0,948.0,4424.0,20.0,1,60.0
16142,11226,2.0,57.0,342.0,1596.0,15.0,178,96.0
16158,11434,2.0,150.0,900.0,4200.0,0.0,218,98.0
16175,11221,2.0,148.0,888.0,4144.0,95.0,64,93.0
16187,10025,2.0,299.0,1794.0,8372.0,100.0,7,90.0
16192,11215,2.0,295.0,1770.0,8260.0,120.0,2,90.0
16198,11249,2.0,95.0,570.0,2660.0,50.0,8,95.0
16202,10013,2.0,220.0,1320.0,6160.0,20.0,0,
16203,10022,2.0,355.0,2130.0,9940.0,200.0,0,
16205,10016,2.0,297.0,1782.0,8316.0,200.0,1,100.0
16225,10016,2.0,229.0,1374.0,6412.0,641.2,1,40.0
16231,10013,2.0,175.0,1050.0,4900.0,150.0,3,60.0
16234,11385,2.0,400.0,2400.0,11200.0,75.0,1,100.0
16243,10032,2.0,100.0,600.0,2800.0,35.0,1,100.0
16247,10003,2.0,90.0,540.0,2520.0,50.0,1,
16253,10010,2.0,275.0,1650.0,7700.0,150.0,4,95.0
16260,10128,2.0,133.0,798.0,3724.0,150.0,9,80.0
16261,10022,2.0,150.0,900.0,4200.0,150.0,8,73.0
16265,10022,2.0,165.0,990.0,4620.0,150.0,0,
16268,11218,2.0,150.0,900.0,4200.0,100.0,100,98.0
16273,11206,2.0,165.0,990.0,4620.0,175.0,0,
16287,10024,2.0,350.0,2100.0,9800.0,980.0,0,
16288,10027,2.0,205.0,1230.0,5740.0,100.0,65,88.0
16292,10024,2.0,150.0,900.0,4200.0,150.0,2,90.0
16296,10028,2.0,250.0,1500.0,7000.0,250.0,1,100.0
16315,11232,2.0,115.0,690.0,3220.0,30.0,4,95.0
16316,11206,2.0,225.0,1350.0,6300.0,630.0,94,97.0
16331,11211,2.0,300.0,1800.0,8400.0,49.0,37,100.0
16333,10016,2.0,165.0,990.0,4620.0,150.0,7,100.0
16334,10002,2.0,220.0,1320.0,6160.0,150.0,3,73.0
16335,10016,2.0,165.0,990.0,4620.0,150.0,3,93.0
16362,11249,2.0,85.0,510.0,2380.0,40.0,2,90.0
16371,10016,2.0,165.0,990.0,4620.0,150.0,2,50.0
16372,10451,2.0,110.0,660.0,3080.0,40.0,0,
16373,10022,2.0,150.0,900.0,4200.0,150.0,7,89.0
16379,10012,2.0,165.0,990.0,4620.0,150.0,5,100.0
16388,11101,2.0,95.0,570.0,2660.0,67.0,102,98.0
16408,10016,2.0,250.0,1500.0,7000.0,119.0,1,100.0
16413,11225,2.0,109.0,654.0,3052.0,75.0,23,79.0
16416,10009,2.0,695.0,4170.0,19460.0,200.0,60,96.0
16421,11216,2.0,165.0,990.0,4620.0,100.0,3,100.0
16424,10031,2.0,400.0,2400.0,11200.0,200.0,2,100.0
16430,10037,2.0,120.0,720.0,3360.0,55.0,9,98.0
16442,11220,2.0,116.0,696.0,3248.0,50.0,225,84.0
16444,11221,2.0,95.0,570.0,2660.0,60.0,118,88.0
16449,10010,2.0,130.0,780.0,3640.0,65.0,1,100.0
16454,11215,2.0,100.0,600.0,2800.0,125.0,1,100.0
16457,10016,2.0,275.0,1650.0,7700.0,129.0,116,92.0
16460,11216,2.0,135.0,810.0,3780.0,150.0,10,88.0
16463,10025,2.0,425.0,2550.0,11900.0,1190.0,0,
16472,10009,2.0,275.0,1650.0,7700.0,80.0,1,80.0
16487,10009,2.0,140.0,840.0,3920.0,392.0,1,100.0
16489,11203,2.0,135.0,810.0,3780.0,95.0,163,91.0
16501,10011,2.0,509.0,3054.0,14252.0,200.0,75,91.0
